id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
305,POM0307,Cabodak,Artocarpus integer,Pohon Dewasa,icon/mature_tree.svg,Not Defined,65,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3330207,101.2193504,34.41,1.83,Belum,-,-,Wazar,5/31/2021 13:17,200000,16704.14,-,Brown (1997),media/1622446532211.jpg,media/1622446547965.jpg,media/1622446566794.jpg,media/1622465488045.jpg,
306,POM0308,Kolek,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,50,17,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3330372,101.2193477,35.13,1.82,Belum,-,-,Parman,5/31/2021 13:19,200000,8600.97,-,Brown (1997),media/1622446612779.jpg,media/1622446627281.jpg,media/1622446644571.jpg,media/1622465561195.jpg,
307,POM0309,Modang,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3330045,101.2193585,41.14,1.83,Belum,-,-,Darlisman,5/31/2021 13:20,200000,5205.91,-,Brown (1997),media/1622446702914.jpg,media/1622446713701.jpg,media/1622446728647.jpg,media/1622465647472.jpg,
308,POM0310,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,65,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3329864,101.2193619,42.39,1.83,Belum,-,-,Sahlan,5/31/2021 13:25,200000,16704.14,-,Brown (1997),media/1622446919345.jpg,media/1622446934716.jpg,media/1622446797254.jpg,media/1622465825997.jpg,
309,POM0311,Kolek Ubau,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.332902,101.219223,49.64,1.83,Belum,-,-,Wazar,5/31/2021 13:22,200000,6224.27,-,Brown (1997),media/1622447106623.jpg,media/1622447118752.jpg,media/1622447076684.jpg,media/1622465909452.jpg,
310,POM0312,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,57,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3329458,101.2192203,41.13,1.83,Belum,-,-,Gusperi,5/31/2021 13:25,200000,11981.66,-,Brown (1997),media/1622447197600.jpg,media/1622447207583.jpg,media/1622447185576.jpg,media/1622465988377.jpg,
311,POM0313,Modang,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,49,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3329348,101.2191018,44.54,1.83,Belum,-,-,Risman,5/31/2021 13:28,200000,8172.4,-,Brown (1997),media/1622447248249.jpg,media/1622447256913.jpg,media/1622447276499.jpg,media/1622466125098.jpg,
312,POM0314,Tima Tima,Melaleuca leucadendra,Pohon Dewasa,icon/mature_tree.svg,Not Defined,46,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3329891,101.2191814,34.75,1.82,Belum,-,-,Wazar,5/31/2021 13:30,200000,6965.15,-,Brown (1997),media/1622447332294.jpg,media/1622447343605.jpg,media/1622447357634.jpg,media/1622466219125.jpg,
313,POM0315,Kolek Ubau,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3330377,101.2190712,33.7,1.81,Belum,-,-,Darlisman,5/31/2021 13:33,200000,5205.91,-,Brown (1997),media/1622447413896.jpg,media/1622447427495.jpg,media/1622447406040.jpg,media/1622466306589.jpg,
314,POM0316,Modang,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,52,17,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3331017,101.2191103,31.71,1.81,Belum,-,-,Parman,5/31/2021 13:00,200000,9498.21,-,Brown (1997),media/1622447468455.jpg,media/1622447477733.jpg,media/1622447494364.jpg,media/1622466377110.jpg,
315,POM0317,Kolek,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,57,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3330489,101.2190666,41.64,1.81,Belum,-,-,Darlisman,5/31/2021 13:05,200000,11981.66,-,Brown (1997),media/1622447541842.jpg,media/1622447557649.jpg,media/1622447532318.jpg,media/1622466494872.jpg,
316,POM0318,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,55,21,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3329633,101.2189796,51.2,1.82,Belum,-,-,Sahlan,5/31/2021 13:11,200000,10946.39,-,Brown (1997),media/1622447620748.jpg,media/1622447642905.jpg,media/1622447660158.jpg,media/1622466565857.jpg,
317,POM0319,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,54,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3327443,101.2188649,44.19,1.84,Belum,-,-,Gusperi,5/31/2021 13:15,200000,10449.84,-,Brown (1997),media/1622447747991.jpg,media/1622447758949.jpg,media/1622447780167.jpg,media/1622466642904.jpg,
318,POM0320,Kadondong,Spondias pinnata,Pohon Dewasa,icon/mature_tree.svg,Not Evaluated,54,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3327642,101.2188691,43.06,1.84,Belum,-,-,Wazar,5/31/2021 13:15,200000,10449.84,-,Brown (1997),media/1622447845108.jpg,media/1622447858124.jpg,media/1622447874973.jpg,media/1622466908850.jpg,
319,POM0321,Patate,Ochanostachys amentacea,Pohon Dewasa,icon/mature_tree.svg,Data Deficient,73,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3327059,101.2189129,40.29,1.85,Belum,-,-,Sahlan,5/31/2021 13:20,200000,22405.79,-,Brown (1997),media/1622447939787.jpg,media/1622447952290.jpg,media/1622447919355.jpg,media/1622467023709.jpg,
320,POM0322,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,21,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3327435,101.2189919,33.86,1.84,Belum,-,-,Parman,5/31/2021 13:25,200000,5533.17,-,Brown (1997),media/1622448000891.jpg,media/1622448009666.jpg,media/1622448023780.jpg,media/1622467098624.jpg,
321,POM0323,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3327597,101.2189994,42.83,1.84,Belum,-,-,Parman,5/31/2021 13:30,200000,6224.27,-,Brown (1997),media/1622448059870.jpg,media/1622448071090.jpg,media/1622448085916.jpg,media/1622467192222.jpg,
322,POM0324,Patate,Ochanostachys amentacea,Pohon Dewasa,icon/mature_tree.svg,Data Deficient,46,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.332741,101.2190384,41.66,1.85,Belum,-,-,Wazar,5/31/2021 13:40,200000,6965.15,-,Brown (1997),media/1622448121594.jpg,media/1622448135065.jpg,media/1622448149281.jpg,media/1622467353279.jpg,
323,POM0325,Ridan,Nephelium mangayi,Pohon Dewasa,icon/mature_tree.svg,Not Defined,42,17,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3327409,101.2190411,39.66,1.85,Belum,-,-,Risman,5/31/2021 13:45,200000,5533.17,-,Brown (1997),media/1622448188975.jpg,media/1622448203011.jpg,media/1622448217609.jpg,media/1622467473889.jpg,
324,POM0326,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,92,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3327579,101.2190668,39.39,1.84,Belum,-,-,Darlisman,5/31/2021 13:50,200000,40228.76,-,Brown (1997),media/1622448281344.jpg,media/1622448294750.jpg,media/1622448269795.jpg,media/1622467577406.jpg,
325,POM0327,Ridan,Nephelium mangayi,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3329117,101.2190772,45.73,1.83,Belum,-,-,Wazar,5/31/2021 13:47,200000,6224.27,-,Brown (1997),media/1622448361533.jpg,media/1622448371570.jpg,media/1622448349762.jpg,media/1622467711046.jpg,
326,POM0328,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,55,23,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3328741,101.2190854,46.22,1.83,Belum,-,-,Parman,5/31/2021 14:00,200000,10946.39,-,Brown (1997),media/1622448495383.jpg,media/1622448505096.jpg,media/1622448467753.jpg,media/1622467815940.jpg,
327,POM0329,Kolek,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,52,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.332709,101.2190572,48.7,1.85,Belum,-,-,Gusperi,5/31/2021 14:05,200000,9498.21,-,Brown (1997),media/1622448601467.jpg,media/1622448611593.jpg,media/1622448590700.jpg,media/1622467896813.jpg,
328,POM0330,Tampui,Baccaurea macrocarpa,Pohon Dewasa,icon/mature_tree.svg,Not Defined,54,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3326684,101.21898,41.18,1.85,Belum,-,-,Sahlan,5/31/2021 14:10,200000,10449.84,-,Brown (1997),media/1622448722477.jpg,media/1622448735751.jpg,media/1622448685793.jpg,media/1622517220735.jpg,
329,POM0331,Ridan,Nephelium mangayi,Pohon Dewasa,icon/mature_tree.svg,Not Defined,63,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3326703,101.2187077,40.93,1.84,Belum,-,-,Wazar,5/31/2021 14:15,200000,15434.23,-,Brown (1997),media/1622448824828.jpg,media/1622448838966.jpg,media/1622448856465.jpg,media/1622517324599.jpg,
330,POM0332,Patate,Ochanostachys amentacea,Pohon Dewasa,icon/mature_tree.svg,Data Deficient,57,21,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.332668,101.2186136,43.93,1.84,Belum,-,-,Darlisman,5/31/2021 14:25,200000,11981.66,-,Brown (1997),media/1622448887185.jpg,media/1622448899386.jpg,media/1622448924055.jpg,media/1622517421630.jpg,
331,POM0333,Kolek Simogham,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,47,17,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3325853,101.2186239,36.86,1.85,Belum,-,-,Gusperi,5/31/2021 14:17,200000,7354.63,-,Brown (1997),media/1622448965959.jpg,media/1622448979646.jpg,media/1622448996122.jpg,media/1622517613861.jpg,
332,POM0334,Kalakok,Anacardia ceylanicum,Pohon Dewasa,icon/mature_tree.svg,Not Defined,68,24,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3326293,101.2185921,43.83,1.84,Belum,-,-,Parman,5/31/2021 14:48,200000,18724.1,-,Brown (1997),media/1622449045685.jpg,media/1622449057786.jpg,media/1622449072966.jpg,media/1622517710873.jpg,
333,POM0335,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3326674,101.2185563,32,1.84,Belum,-,-,Sahlan,5/31/2021 13:35,200000,5205.91,-,Brown (1997),media/1622449130792.jpg,media/1622449141524.jpg,media/1622449156701.jpg,media/1622517849554.jpg,
334,POM0336,Tontang,Shorea pauciflora,Pohon Dewasa,icon/mature_tree.svg,Endangered,70,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.332702,101.2185241,32.6,1.83,Belum,-,-,Wazar,5/31/2021 13:40,200000,20148.91,-,Brown (1997),media/1622449224321.jpg,media/1622449238491.jpg,media/1622449270777.jpg,media/1622517920531.jpg,
335,POM0337,Kalakok,Anacardia ceylanicum,Pohon Dewasa,icon/mature_tree.svg,Not Defined,62,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3323391,101.2186264,49.43,1.88,Belum,-,-,Darlisman,5/31/2021 13:45,200000,14821.92,-,Brown (1997),media/1622449415204.jpg,media/1622449427734.jpg,media/1622449405632.jpg,media/1622517989739.jpg,
336,POM0338,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,65,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3323011,101.2184437,44.88,1.88,Belum,-,-,Wazar,5/31/2021 13:45,200000,16704.14,-,Brown (1997),media/1622449698860.jpg,media/1622449712802.jpg,media/1622449682447.jpg,media/1622518076495.jpg,
337,POM0339,Terantang,Campnosperma macrophylla,Pohon Dewasa,icon/mature_tree.svg,Not Defined,66,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3323172,101.2183921,45.37,1.87,Belum,-,-,Gusperi,5/31/2021 13:45,200000,17361.99,-,Brown (1997),media/1622449800806.jpg,media/1622449810695.jpg,media/1622449775158.jpg,media/1622518436525.jpg,
338,POM0340,Kolek,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,50,23,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3322819,101.2183202,33.83,1.87,Belum,-,-,Sahlan,5/31/2021 13:48,200000,8600.97,-,Brown (1997),media/1622450811763.jpg,media/1622450827104.jpg,media/1622450789411.jpg,media/1622519597084.jpg,
339,POM0341,Rengas,Gluta sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3323911,101.2182928,34.52,1.86,Belum,-,-,Wazar,5/31/2021 13:50,200000,5205.91,-,Brown (1997),media/1622450958609.jpg,media/1622450973506.jpg,media/1622450945605.jpg,media/1622519782861.jpg,
340,POM0342,Kulim,Scorodocarpus borneensis,Pohon Dewasa,icon/mature_tree.svg,Not Defined,60,22,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3323766,101.2183047,41.76,1.86,Belum,-,-,Risman,5/31/2021 13:55,200000,13641.94,-,Brown (1997),media/1622451026183.jpg,media/1622451047944.jpg,media/1622451013032.jpg,media/1622519942996.jpg,
341,POM0343,Rengas,Gluta sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,74,21,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3324148,101.2182712,40.14,1.86,Belum,-,-,Parman,5/31/2021 13:55,200000,23190.48,-,Brown (1997),media/1622451105838.jpg,media/1622451114448.jpg,media/1622451096059.jpg,media/1622520116282.jpg,
342,POM0344,Kulim,Scorodocarpus borneensis,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,24,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3324301,101.2182788,35.3,1.86,Belum,-,-,Gusperi,5/31/2021 13:57,200000,5205.91,-,Brown (1997),media/1622451197427.jpg,media/1622451205350.jpg,media/1622451188891.jpg,media/1622520204649.jpg,
343,POM0345,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,130,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3324001,101.2183136,33.49,1.86,Belum,-,-,Parman,5/31/2021 14:00,200000,96478.41,-,Brown (1997),media/1622451274948.jpg,media/1622451289714.jpg,media/1622451260359.jpg,media/1622520287297.jpg,
344,POM0346,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,52,17,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3323685,101.2183464,41.35,1.87,Belum,-,-,Gusperi,5/31/2021 14:05,200000,9498.21,-,Brown (1997),media/1622451345509.jpg,media/1622451357309.jpg,media/1622451337346.jpg,media/1622520362841.jpg,
345,POM0347,Kulim,Scorodocarpus borneensis,Pohon Dewasa,icon/mature_tree.svg,Not Defined,58,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3323246,101.2182652,37.11,1.87,Belum,-,-,Darlisman,5/31/2021 14:10,200000,12520.63,-,Brown (1997),media/1622451411754.jpg,media/1622451421736.jpg,media/1622451438776.jpg,media/1622520464257.jpg,
346,POM0348,Modang,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,68,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3322648,101.2182102,40.38,1.87,Belum,-,-,Risman,5/31/2021 14:15,200000,18724.1,-,Brown (1997),media/1622451466463.jpg,media/1622451480667.jpg,media/1622451498534.jpg,media/1622520599963.jpg,
347,POM0349,Kalakok,Anacardia ceylanicum,Pohon Dewasa,icon/mature_tree.svg,Not Defined,70,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3322651,101.2181492,40.37,1.87,Belum,-,-,Parman,5/31/2021 14:20,200000,20148.91,-,Brown (1997),media/1622451567207.jpg,media/1622451577155.jpg,media/1622451557657.jpg,media/1622520677515.jpg,
348,POM0350,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,84,22,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3322817,101.2181366,41.01,1.87,Belum,-,-,Gisperi,5/31/2021 14:20,200000,31958.03,-,Brown (1997),media/1622451630054.jpg,media/1622451640306.jpg,media/1622451620531.jpg,media/1622522318958.jpg,
349,POM0351,Darah Darah,Myristica sp.,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,41,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3323174,101.218164,43.34,1.87,Belum,-,-,Wazar,5/31/2021 14:25,200000,5205.91,-,Brown (1997),media/1622451687638.jpg,media/1622451695682.jpg,media/1622451679858.jpg,media/1622522401178.jpg,
350,POM0352,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,60,24,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3322037,101.2180815,33.55,1.88,Belum,-,-,Sahlan,5/31/2021 14:30,200000,13641.94,-,Brown (1997),media/1622451756139.jpg,media/1622451764021.jpg,media/1622451779566.jpg,media/1622522472689.jpg,
351,POM0353,Kalakok,Anacardia ceylanicum,Pohon Dewasa,icon/mature_tree.svg,Not Defined,135,28,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3321822,101.2180979,35.8,1.88,Belum,-,-,Wazar,5/31/2021 14:33,200000,106144.59,-,Brown (1997),media/1622451819262.jpg,media/1622451830957.jpg,media/1622451845695.jpg,media/1622522555179.jpg,
352,POM0354,Modang Gota,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,54,21,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3321347,101.2180878,32.49,1.88,Belum,-,-,Sahlan,5/31/2021 14:40,200000,10449.84,-,Brown (1997),media/1622451906202.jpg,media/1622451914494.jpg,media/1622451928321.jpg,media/1622522654382.jpg,
353,POM0355,Pasir Pasir,Stemonurus scorpioides,Pohon Dewasa,icon/mature_tree.svg,Not Defined,65,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3321203,101.2180339,48.44,1.89,Belum,-,-,Parman,5/31/2021 14:45,200000,16704.14,-,Brown (1997),media/1622451971861.jpg,media/1622451980810.jpg,media/1622451995872.jpg,media/1622522742423.jpg,
354,POM0356,Darah Darah,Myristica sp.,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,58,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3321105,101.2181054,51.79,1.89,Belum,-,-,Risman,5/31/2021 14:55,200000,12520.63,-,Brown (1997),media/1622452039487.jpg,media/1622452101769.jpg,media/1622452055822.jpg,media/1622522862614.jpg,
355,POM0357,Balam,Palaquium hexandrum,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,73,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3320803,101.2181516,51.08,1.89,Belum,-,-,Gusperi,5/31/2021 14:57,200000,22405.79,-,Brown (1997),media/1622452167128.jpg,media/1622452176236.jpg,media/1622452158289.jpg,media/1622522947039.jpg,
356,POM0358,Pasir Pasir,Stemonurus scorpioides,Pohon Dewasa,icon/mature_tree.svg,Not Defined,52,17,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3320078,101.2182026,52.85,1.9,Belum,-,-,Parman,5/31/2021 15:00,200000,9498.21,-,Brown (1997),media/1622452221919.jpg,media/1622452230096.jpg,media/1622452246237.jpg,media/1622523043544.jpg,
357,POM0360,Cempedak Air,Artocarpus heterophyllus,Pohon Dewasa,icon/mature_tree.svg,Not Defined,57,17,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3318979,101.2181391,44.56,1.91,Belum,-,-,Parman,5/31/2021 15:10,200000,11981.66,-,Brown (1997),media/1622452347176.jpg,media/1622452356890.jpg,media/1622452369712.jpg,media/1622523278407.jpg,
358,POM0361,Kulim Bawang,Scorodocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,52,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3320431,101.2180699,46.27,1.89,Belum,-,-,Darlisman,5/31/2021 15:10,200000,9498.21,-,Brown (1997),media/1622452412359.jpg,media/1622452422829.jpg,media/1622452436335.jpg,media/1622523373873.jpg,
359,POM0362,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,68,22,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3319841,101.2180546,47.57,1.9,Belum,-,-,Wazar,5/31/2021 15:15,200000,18724.1,-,Brown (1997),media/1622452494203.jpg,media/1622452505108.jpg,media/1622452478417.jpg,media/1622523455151.jpg,
360,POM0363,Kulim Bawang,Scorodocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,20,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3319158,101.218021,36.61,1.91,Belum,-,-,Wazar,5/31/2021 15:25,200000,5205.91,-,Brown (1997),media/1622452546128.jpg,media/1622452554822.jpg,media/1622452572442.jpg,media/1622523543981.jpg,
361,POM0364,Tunjau Balukau,Greenia corymbosa,Pohon Dewasa,icon/mature_tree.svg,Not Defined,133,27,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3319129,101.2179308,46.54,1.91,Belum,-,-,Parman,5/31/2021 15:00,200000,102211.11,-,Brown (1997),media/1622452658623.jpg,media/1622452673154.jpg,media/1622452637187.jpg,media/1622523631213.jpg,
362,POM0365,Meranti Gombuong,Shorea leprosula,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,68,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3319385,101.2178976,51.25,1.9,Belum,-,-,Sahlan,5/31/2021 15:05,200000,18724.1,-,Brown (1997),media/1622452741619.jpg,media/1622452755376.jpg,media/1622452725858.jpg,media/1622523726468.jpg,
363,POM0366,Darah Darah,Myristica sp.,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,52,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3319239,101.217894,53.58,1.9,Belum,-,-,Risman,5/31/2021 15:30,200000,9498.21,-,Brown (1997),media/1622452826429.jpg,media/1622452835613.jpg,media/1622452850822.jpg,media/1622523804098.jpg,
364,POM0367,Pisang Pisang,Polyaltia lateriflora,Pohon Dewasa,icon/mature_tree.svg,Not Defined,44,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3319,101.217939,52.05,1.91,Belum,-,-,Risman,5/31/2021 15:25,200000,6224.27,-,Brown (1997),media/1622452891257.jpg,media/1622452901627.jpg,media/1622452918503.jpg,media/1622523883427.jpg,
365,POM0368,Tampui Acek,Baccaurea macrocarpa,Pohon Dewasa,icon/mature_tree.svg,Not Defined,62,27,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3317679,101.2180096,41.08,1.92,Belum,-,-,Gusperi,5/31/2021 15:30,200000,14821.92,-,Brown (1997),media/1622452966690.jpg,media/1622452977375.jpg,media/1622452991419.jpg,media/1622523978280.jpg,
366,POM0369,Modang Gota,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,73,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3317736,101.2180093,54.54,1.92,Belum,-,-,Sahlan,5/31/2021 15:35,200000,22405.79,-,Brown (1997),media/1622453039262.jpg,media/1622453053899.jpg,media/1622453067521.jpg,media/1622524057330.jpg,
367,POM0359,Kulim,Scorodocarpus borneensis,Pohon Dewasa,icon/mature_tree.svg,Not Defined,66,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.33196,101.2182124,41.86,1.91,Belum,-,-,Sahlan,5/31/2021 15:05,200000,17361.99,-,Brown (1997),media/1622452288463.jpg,media/1622452297031.jpg,media/1622452312032.jpg,media/1622523129358.jpg,
368,POM0370,Kolek Siminai,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,45,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.331717,101.2179687,46.38,1.93,Belum,-,-,Wazar,5/31/2021 15:40,200000,6588.42,-,Brown (1997),media/1622453160352.jpg,media/1622453170451.jpg,media/1622453137337.jpg,media/1622525159700.jpg,
369,POM0371,Modang Kapindiong,Litsea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,155,25,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3313773,101.2178661,32.69,1.96,Belum,-,-,Sahlan,5/31/2021 15:45,200000,150554.12,-,Brown (1997),media/1622453341627.jpg,media/1622453376521.jpg,media/1622453322608.jpg,media/1622525281881.jpg,
370,POM0372,Kolek Hitam,Eugenia sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,70,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3314621,101.2178694,48.2,1.95,Belum,-,-,Parman,5/31/2021 15:45,200000,20148.91,-,Brown (1997),media/1622454108111.jpg,media/1622454116582.jpg,media/1622454070948.jpg,media/1622525396784.jpg,
371,POM0373,Cempedak,Artocarpus integer,Pohon Dewasa,icon/mature_tree.svg,Not Defined,76,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3314924,101.2179163,43.64,1.95,Belum,-,-,Wazar,5/31/2021 15:10,200000,24809.15,-,Brown (1997),media/1622454178401.jpg,media/1622454189994.jpg,media/1622454169325.jpg,media/1622525493529.jpg,
372,POM0374,Pomponiong,Lithocarpus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Defined,68,17,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3314394,101.2179838,57.52,1.96,Belum,-,-,Gusperi,5/31/2021 15:20,200000,18724.1,-,Brown (1997),media/1622454267745.jpg,media/1622454277610.jpg,media/1622454292006.jpg,media/1622525576090.jpg,
373,POM0375,Darah Darah,Myristica sp.,Pohon Dewasa,icon/mature_tree.svg,Near Threatened,46,15,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3314361,101.2179677,58.74,1.96,Belum,-,-,Risman,5/31/2021 15:25,200000,6965.15,-,Brown (1997),media/1622454376026.jpg,media/1622454385355.jpg,media/1622454367407.jpg,media/1622525662474.jpg,
374,POM0376,Pasir Pasir,Stemonurus scorpioides,Pohon Dewasa,icon/mature_tree.svg,Not Defined,58,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.3313371,101.217725,41.4,1.96,Belum,-,-,Darlisman,5/31/2021 15:17,200000,12520.63,-,Brown (1997),media/1622454434710.jpg,media/1622454443280.jpg,media/1622454425274.jpg,media/1622525765042.jpg,
375,POM0377,Kulim,Scorodocarpus borneensis,Pohon Dewasa,icon/mature_tree.svg,Not Defined,41,18,Hutan Adat Kampa,Mineral,Ghimbo Pomuan,0.33135,101.2176728,45.16,1.96,Belum,-,-,Sahlan,5/31/2021 15:18,200000,5205.91,-,Brown (1997),media/1622454500872.jpg,media/1622454509673.jpg,media/1622454488057.jpg,media/1622525834576.jpg,
